date,FF_O,TCMNOM_Y1,TCMNOM_Y5
19931213,2.96,3.62,5.16
19931214,2.95,3.63,5.2
19931215,3.06,3.61,5.19
19931216,3.03,3.6,5.2
19931217,2.94,3.58,5.17
19931220,3.03,3.61,5.2
19931221,2.97,3.62,5.22
19931222,3.08,3.59,5.13
19931223,3.05,3.59,5.1
19931224,2.97,,
19931227,3.11,3.61,5.09
19931228,2.98,3.6,5.1
19931229,2.85,3.6,5.12
19931230,2.82,3.62,5.2
19931231,2.85,3.63,5.21
19940103,3.15,3.67,5.29
19940104,3.03,3.65,5.26
19940105,3.46,3.66,5.27
19940106,3.08,3.65,5.21
19940107,2.96,3.54,5.03
19940110,3.02,3.53,5.01
19940111,2.97,3.51,5
19940112,2.93,3.47,4.95
19940113,2.94,3.52,5.08
19940114,2.95,3.55,5.12
19940117,,,
19940118,3.97,3.53,5.09
19940119,3.2,3.52,5.08
19940120,2.97,3.47,5.02
19940121,2.91,3.5,5.05
19940124,3.04,3.5,5.06
19940125,3.04,3.51,5.08
19940126,3.04,3.53,5.09
19940127,3,3.52,5.04
19940128,2.98,3.49,4.99
19940131,3.68,3.53,5.02
19940201,3.25,3.6,5.1
19940202,3.31,3.61,5.11
19940203,3.12,3.73,5.17
19940204,3.19,3.84,5.32
19940207,3.31,3.83,5.36
19940208,3.24,3.86,5.38
19940209,3.15,3.85,5.35
19940210,3.16,3.86,5.36
19940211,3.14,3.84,5.34
19940214,3.35,3.85,5.36
19940215,3.49,3.85,5.34
19940216,3.34,3.86,5.35
19940217,3.3,3.89,5.45
19940218,3.21,3.93,5.52
19940221,,,
19940222,3.33,3.93,5.5
19940223,3.25,4.01,5.59
19940224,3.25,4.03,5.66
19940225,3.23,4.05,5.65
19940228,3.49,4.03,5.6
19940301,3.31,4.16,5.74
19940302,3.24,4.15,5.74
19940303,3.26,4.21,5.79
19940304,3.25,4.26,5.82
19940307,3.29,4.23,5.77
19940308,3.24,4.28,5.84
19940309,3.22,4.29,5.84
19940310,3.22,4.3,5.9
19940311,3.17,4.28,5.89
19940314,3.3,4.32,5.94
19940315,3.25,4.32,5.91
19940316,3.05,4.28,5.86
19940317,3.24,4.28,5.88
19940318,3.22,4.35,5.97
19940321,3.36,4.41,6.03
19940322,3.44,4.33,5.92
19940323,3.47,4.32,5.92
19940324,3.49,4.37,6.05
19940325,3.53,4.38,6.08
19940328,3.53,4.41,6.1
19940329,3.45,4.46,6.19
19940330,3.36,4.45,6.24
19940331,4.18,4.5,6.23
19940401,3.64,,
19940404,3.62,4.83,6.64
19940405,3.6,4.72,6.47
19940406,3.48,4.67,6.42
19940407,3.46,4.64,6.38
19940408,3.36,4.68,6.46
19940411,3.41,4.69,6.46
19940412,3.24,4.66,6.4
19940413,3.43,4.69,6.47
19940414,3.49,4.72,6.51
19940415,3.51,4.73,6.5
19940418,3.7,4.91,6.7
19940419,3.71,4.92,6.68
19940420,3.71,4.91,6.62
19940421,3.7,4.87,6.49
19940422,3.7,4.9,6.53
19940425,3.78,4.91,6.48
19940426,3.42,4.93,6.46
19940427,3.15,,
19940428,3.66,5.05,6.65
19940429,3.73,5.07,6.64
19940502,3.86,5.12,6.69
19940503,3.81,5.19,6.73
19940504,3.78,5.22,6.74
19940505,3.77,5.21,6.7
19940506,3.78,5.4,6.95
19940509,3.77,5.55,7.09
19940510,3.58,5.48,6.93
19940511,3.42,5.52,7.02
19940512,3.78,5.48,6.97
19940513,3.84,5.41,6.89
19940516,4.29,5.41,6.85
19940517,4.27,5.29,6.66
19940518,4.26,5.21,6.61
19940519,4.23,5.12,6.52
19940520,4.21,5.14,6.59
19940523,4.28,5.28,6.76
19940524,4.19,5.28,6.75
19940525,4.24,5.28,6.74
19940526,4.23,5.28,6.69
19940527,4.19,5.35,6.73
19940530,,,
19940531,4.6,5.38,6.77
19940601,4.33,5.36,6.74
19940602,4.25,5.29,6.68
19940603,4.16,5.22,6.59
19940606,4.17,5.15,6.49
19940607,4.03,5.16,6.53
19940608,4,5.13,6.53
19940609,4.17,5.15,6.54
19940610,4.18,5.2,6.6
19940613,4.24,5.22,6.66
19940614,4.23,5.14,6.58
19940615,4.3,5.19,6.67
19940616,4.26,5.15,6.65
19940617,4.17,5.2,6.71
19940620,4.24,5.24,6.74
19940621,4.14,5.31,6.82
19940622,4.18,5.28,6.75
19940623,4.18,5.29,6.7
19940624,4.17,5.37,6.81
19940627,4.29,5.37,6.79
19940628,4.21,5.48,6.88
19940629,4.15,5.47,6.87
19940630,5.96,5.51,6.97
19940701,3.82,5.5,6.95
19940704,,,
19940705,4.37,5.48,6.93
19940706,5.02,5.46,6.92
19940707,4.36,5.45,6.89
19940708,4.32,5.58,7.04
19940711,4.31,5.61,7.09
19940712,4.23,5.55,7.03
19940713,4.22,5.52,7.02
19940714,4.22,5.38,6.85
19940715,4.22,5.37,6.84
19940718,4.23,5.34,6.79
19940719,4.19,5.3,6.73
19940720,4.78,5.4,6.84
19940721,4.3,5.5,6.89
19940722,4.26,5.53,6.92
19940725,4.32,5.53,6.9
19940726,4.26,5.53,6.9
19940727,4.28,5.57,6.99
19940728,4.3,5.56,6.94
19940729,4.29,5.37,6.73
19940801,4.34,5.4,6.75
19940802,4.21,5.35,6.73
19940803,4.25,5.34,6.7
19940804,4.28,5.36,6.72
19940805,4.28,5.59,6.93
19940808,4.3,5.6,6.93
19940809,4.23,5.62,6.97
19940810,4.19,5.58,6.95
19940811,4.22,5.62,7
19940812,4.22,5.6,6.94
19940815,4.5,5.64,6.96
19940816,4.35,5.62,6.86
19940817,4.72,5.56,6.81
19940818,4.7,5.68,6.93
19940819,4.64,5.64,6.92
19940822,4.69,5.66,6.97
19940823,4.64,5.63,6.94
19940824,4.64,5.57,6.87
19940825,4.75,5.59,6.93
19940826,4.71,5.58,6.87
19940829,4.78,5.58,6.87
19940830,4.67,5.56,6.83
19940831,4.7,5.56,6.81
19940901,4.76,5.56,6.81
19940902,4.72,5.55,6.82
19940905,,,
19940906,4.81,5.58,6.88
19940907,4.74,5.6,6.92
19940908,4.72,5.59,6.92
19940909,4.68,5.7,7.06
19940912,4.73,5.72,7.08
19940913,4.64,5.7,7.05
19940914,4.78,5.68,7.02
19940915,4.79,5.69,6.97
19940916,4.68,5.79,7.13
19940919,4.71,5.78,7.11
19940920,4.7,5.82,7.15
19940921,4.87,5.9,7.2
19940922,4.78,5.88,7.2
19940923,4.71,5.89,7.2
19940926,4.78,5.91,7.21
19940927,4.29,5.89,7.24
19940928,4.61,5.88,7.21
19940929,4.77,5.95,7.29
19940930,5.44,5.96,7.28
19941003,4.83,6.06,7.35
19941004,4.78,6.06,7.37
19941005,4.77,6.1,7.42
19941006,4.77,6.1,7.43
19941007,4.57,6.01,7.34
19941010,,,
19941011,4.71,6.01,7.3
19941012,4.56,6.05,7.34
19941013,4.71,6.07,7.3
19941014,4.71,6.01,7.26
19941017,4.78,6.04,7.28
19941018,4.71,6.04,7.29
19941019,4.69,6.07,7.34
19941020,4.7,6.18,7.46
19941021,4.68,6.19,7.46
19941024,4.72,6.24,7.52
19941025,4.67,6.25,7.54
19941026,4.88,6.23,7.55
19941027,4.77,6.23,7.55
19941028,4.76,6.17,7.48
19941031,4.9,6.18,7.48
19941101,4.76,6.25,7.58
19941102,4.67,6.28,7.63
19941103,4.71,6.31,7.65
19941104,4.66,6.39,7.72
19941107,4.69,6.42,7.73
19941108,4.51,6.39,7.69
19941109,5.28,6.37,7.64
19941110,4.99,6.5,7.69
19941111,,,
19941114,5.48,6.49,7.66
19941115,5.59,6.55,7.69
19941116,5.53,6.59,7.73
19941117,5.51,6.62,7.79
19941118,5.43,6.64,7.79
19941121,5.49,6.68,7.83
19941122,5.43,6.67,7.82
19941123,6,6.57,7.64
19941124,,,
19941125,6.03,6.58,7.65
19941128,5.67,6.74,7.77
19941129,5.54,6.85,7.86
19941130,5.66,6.91,7.79
19941201,5.49,6.94,7.8
19941202,5.42,7.01,7.71
19941205,5.4,7.15,7.78
19941206,5.07,7.01,7.65
19941207,6.09,7.01,7.74
19941208,5.53,7.17,7.77
19941209,5.48,7.15,7.74
19941212,5.52,7.24,7.82
19941213,5.41,7.32,7.84
19941214,5.46,7.2,7.74
19941215,5.61,7.09,7.73
19941216,5.34,7.14,7.76
19941219,5.27,7.13,7.77
19941220,5.43,7.06,7.76
19941221,6.56,7.04,7.75
19941222,5.8,7.17,7.83
19941223,5.31,7.2,7.86
19941226,,,
19941227,5.6,7.18,7.78
19941228,5.48,7.25,7.81
19941229,5.49,7.2,7.83
19941230,4.94,7.2,7.83
19950102,,,
19950103,5.98,7.23,7.88
19950104,6.59,7.15,7.81
19950105,5.72,7.32,7.87
19950106,5.52,7.26,7.87
19950109,5.52,7.27,7.9
19950110,5.44,7.21,7.85
19950111,5.44,7.13,7.8
19950112,5.5,7.08,7.8
19950113,5.47,6.89,7.64
19950116,,,
19950117,5.69,6.99,7.68
19950118,5.06,7.03,7.71
19950119,5.44,7.03,7.74
19950120,5.37,7.04,7.8
19950123,5.47,7.02,7.8
19950124,5.45,7.04,7.82
19950125,5.46,6.96,7.76
19950126,5.53,6.9,7.7
19950127,5.67,6.82,7.6
19950130,5.76,6.8,7.55
19950131,5.86,6.84,7.54
19950201,5.25,6.97,7.56
19950202,5.98,7.01,7.63
19950203,5.94,6.77,7.4
19950206,5.99,6.79,7.43
19950207,5.94,6.78,7.44
19950208,5.93,6.74,7.43
19950209,5.95,6.79,7.5
19950210,5.94,6.85,7.55
19950213,6,6.85,7.54
19950214,5.82,6.77,7.45
19950215,5.95,6.68,7.37
19950216,5.96,6.58,7.29
19950217,5.93,6.62,7.33
19950220,,,
19950221,5.99,6.66,7.35
19950222,5.9,6.49,7.2
19950223,5.91,6.52,7.2
19950224,5.87,6.5,7.16
19950227,5.99,6.43,7.06
19950228,6.1,6.44,7.06
19950301,5.56,6.44,7.06
19950302,5.94,6.53,7.15
19950303,5.93,6.53,7.19
19950306,5.95,6.59,7.24
19950307,5.93,6.6,7.28
19950308,5.91,6.56,7.2
19950309,5.92,6.47,7.11
19950310,5.9,6.49,7.07
19950313,5.96,6.44,7.01
19950314,5.93,6.39,6.93
19950315,6.06,6.41,6.93
19950316,5.97,6.35,6.89
19950317,5.95,6.37,6.97
19950320,6,6.37,6.98
19950321,5.97,6.38,7.01
19950322,5.97,6.4,7.05
19950323,6.01,6.38,7.06
19950324,6.03,6.31,6.93
19950327,6.13,6.27,6.9
19950328,6.1,6.38,7.02
19950329,6.07,6.35,6.98
19950330,6.16,6.43,7.05
19950331,6.3,6.49,7.08
19950403,6.28,6.45,7
19950404,6.08,6.4,6.96
19950405,5.98,6.38,6.97
19950406,5.95,6.33,6.92
19950407,5.94,6.33,6.93
19950410,6,6.33,6.94
19950411,5.91,6.31,6.92
19950412,6.17,6.28,6.89
19950413,6.17,6.19,6.82
19950414,6.09,,
19950417,6.14,6.19,6.8
19950418,5.98,6.17,6.77
19950419,5.92,6.2,6.82
19950420,5.96,6.15,6.76
19950421,5.93,6.15,6.77
19950424,5.98,6.17,6.77
19950425,5.97,6.19,6.79
19950426,6.23,6.21,6.79
19950427,6.04,6.3,6.84
19950428,6.06,6.32,6.88
19950501,6.1,6.32,6.9
19950502,6.01,6.26,6.83
19950503,6,6.16,6.73
19950504,6.01,6.1,6.63
19950505,5.98,5.96,6.42
19950508,6.04,6.01,6.44
19950509,5.95,5.96,6.33
19950510,6.03,5.96,6.39
19950511,6,6.02,6.45
19950512,5.99,6.03,6.46
19950515,6.17,5.99,6.41
19950516,6.01,5.96,6.36
19950517,5.97,5.95,6.35
19950518,5.98,6.01,6.44
19950519,5.94,6.01,6.43
19950522,6,6.03,6.46
19950523,5.96,5.97,6.37
19950524,6.16,5.86,6.2
19950525,6.04,5.89,6.18
19950526,5.97,5.87,6.18
19950529,,,
19950530,6.07,5.83,6.08
19950531,6.17,5.8,6.08
19950601,6.04,5.68,5.94
19950602,6.02,5.51,5.8
19950605,5.99,5.52,5.79
19950606,5.96,5.56,5.83
19950607,6.15,5.71,5.95
19950608,6.08,5.78,6.02
19950609,6.02,5.89,6.21
19950612,6.02,5.83,6.16
19950613,5.97,5.57,5.88
19950614,5.99,5.6,5.88
19950615,6.1,5.65,5.93
19950616,6.02,5.66,5.96
19950619,6.05,5.59,5.87
19950620,6.01,5.64,5.92
19950621,5.77,5.62,5.89
19950622,5.99,5.53,5.8
19950623,5.94,5.56,5.83
19950626,5.99,5.6,5.9
19950627,5.94,5.64,5.94
19950628,5.92,5.58,5.88
19950629,5.96,5.76,6.07
19950630,6.11,5.65,5.98
19950703,5.89,5.63,5.97
19950704,,,
19950705,7.41,5.62,5.95
19950706,6.06,5.43,5.75
19950707,5.77,5.42,5.74
19950710,5.78,5.43,5.74
19950711,5.75,5.47,5.8
19950712,5.74,5.44,5.8
19950713,5.75,5.46,5.8
19950714,5.68,5.53,5.89
19950717,5.76,5.55,5.97
19950718,5.67,5.57,6.01
19950719,5.82,5.6,6.15
19950720,5.8,5.71,6.15
19950721,5.74,5.75,6.26
19950724,5.75,5.75,6.2
19950725,5.73,5.75,6.19
19950726,5.76,5.75,6.24
19950727,5.78,5.66,6.18
19950728,5.77,5.69,6.22
19950731,5.97,5.67,6.16
19950801,5.55,5.71,6.22
19950802,6.21,5.66,6.15
19950803,5.79,5.7,6.24
19950804,5.72,5.68,6.2
19950807,5.76,5.67,6.18
19950808,5.7,5.68,6.17
19950809,5.67,5.69,6.21
19950810,5.68,5.7,6.25
19950811,5.67,5.8,6.37
19950814,5.76,5.81,6.36
19950815,5.9,5.86,6.37
19950816,5.86,5.84,6.32
19950817,5.76,5.89,6.37
19950818,5.68,5.88,6.36
19950821,5.71,5.84,6.31
19950822,5.68,5.88,6.35
19950823,5.68,5.87,6.37
19950824,5.71,5.77,6.26
19950825,5.71,5.7,6.13
19950828,5.72,5.66,6.1
19950829,5.48,5.71,6.15
19950830,5.9,5.66,6.1
19950831,5.93,5.65,6.07
19950901,5.72,5.6,6
19950904,,,
19950905,5.86,5.6,5.96
19950906,5.75,5.6,5.95
19950907,5.74,5.65,6
19950908,5.67,5.67,6.04
19950911,5.73,5.67,6.05
19950912,5.65,5.61,5.96
19950913,5.96,5.63,5.99
19950914,5.88,5.51,5.87
19950915,5.8,5.55,5.91
19950918,5.76,5.56,5.97
19950919,5.73,5.54,5.94
19950920,5.72,5.52,5.92
19950921,5.71,5.62,6.03
19950922,5.66,5.63,6.06
19950925,5.75,5.65,6.08
19950926,5.73,5.71,6.11
19950927,6.45,5.7,6.08
19950928,6.05,5.73,6.1
19950929,6.2,5.65,6.01
19951002,5.93,5.65,5.98
19951003,5.75,5.63,5.96
19951004,5.69,5.6,5.91
19951005,5.69,5.59,5.88
19951006,5.65,5.59,5.89
19951009,,,
19951010,5.74,5.61,5.91
19951011,6.01,5.61,5.91
19951012,5.8,5.61,5.88
19951013,5.7,5.58,5.8
19951016,5.74,5.59,5.8
19951017,5.66,5.57,5.8
19951018,5.65,5.58,5.83
19951019,5.7,5.58,5.83
19951020,5.7,5.62,5.9
19951023,5.74,5.65,5.92
19951024,5.7,5.6,5.85
19951025,6.09,5.56,5.8
19951026,5.76,5.52,5.81
19951027,5.68,5.56,5.83
19951030,5.78,5.55,5.82
19951031,5.97,5.55,5.81
19951101,5.76,5.46,5.74
19951102,5.72,5.41,5.68
19951103,5.66,5.43,5.7
19951106,5.71,5.46,5.73
19951107,5.65,5.48,5.77
19951108,5.93,5.41,5.69
19951109,5.74,5.43,5.72
19951110,5.68,5.47,5.76
19951113,5.74,5.44,5.72
19951114,5.71,5.43,5.71
19951115,5.94,5.47,5.77
19951116,5.84,5.42,5.68
19951117,5.7,5.4,5.66
19951120,5.73,5.41,5.66
19951121,5.68,5.45,5.7
19951122,6.31,5.46,5.72
19951123,,,
19951124,5.97,5.43,5.7
19951127,5.77,5.41,5.67
19951128,5.69,5.44,5.67
19951129,5.72,5.42,5.6
19951130,6.11,5.36,5.53
19951201,5.56,5.33,5.49
19951204,5.74,5.32,5.43
19951205,5.72,5.33,5.45
19951206,5.99,5.34,5.49
19951207,5.82,5.35,5.54
19951208,5.73,5.39,5.56
19951211,5.73,5.35,5.53
19951212,5.69,5.36,5.55
19951213,5.7,5.37,5.56
19951214,5.82,5.35,5.55
19951215,5.78,5.32,5.55
19951218,5.76,5.38,5.66
19951219,5.63,5.28,5.58
19951220,6.74,5.27,5.55
19951221,5.74,5.29,5.53
19951222,5.44,5.26,5.5
19951225,,,
19951226,5.5,5.26,5.48
19951227,5.39,5.23,5.46
19951228,5.53,5.18,5.43
19951229,4.73,5.18,5.38
19960101,,,
19960102,6.06,5.17,5.39
19960103,6.93,5.16,5.36
19960104,5.69,5.19,5.39
19960105,5.46,5.19,5.42
19960108,6.01,5.19,5.41
19960109,5.28,5.16,5.41
19960110,5.35,5.19,5.5
19960111,5.52,5.16,5.47
19960112,5.5,5.14,5.4
19960115,,,
19960116,5.84,5.06,5.37
19960117,5.91,5.04,5.29
19960118,5.51,5.01,5.25
19960119,5.4,5.02,5.27
19960122,5.46,5.06,5.34
19960123,5.44,5.06,5.37
19960124,5.5,5.03,5.3
19960125,5.56,5.06,5.41
19960126,5.51,5.02,5.34
19960129,5.53,5.05,5.37
19960130,5.37,4.98,5.3
19960131,5.71,4.9,5.25
19960201,5.27,4.88,5.24
19960202,5.23,4.85,5.24
19960205,5.23,4.88,5.3
19960206,5.16,4.87,5.28
19960207,5.13,4.86,5.27
19960208,5.18,4.84,5.27
19960209,5.17,4.82,5.25
19960212,5.12,4.8,5.17
19960213,4.93,4.79,5.14
19960214,4.92,4.8,5.17
19960215,5.36,4.84,5.23
19960216,5.13,4.84,5.29
19960219,,,
19960220,5.2,5.09,5.53
19960221,5.1,5.05,5.56
19960222,5.15,4.99,5.47
19960223,5.14,5.02,5.53
19960226,5.19,5.05,5.56
19960227,5.2,5.12,5.63
19960228,6.18,5.22,5.73
19960229,6.05,5.23,5.73
19960301,5.81,5.07,5.6
19960304,5.33,5.02,5.52
19960305,5.13,5.07,5.6
19960306,5.08,5.13,5.68
19960307,5.21,5.14,5.71
19960308,5.16,5.39,6.05
19960311,5.25,5.38,6
19960312,5.25,5.41,6.04
19960313,5.49,5.39,6.03
19960314,5.56,5.38,6.03
19960315,5.42,5.51,6.19
19960318,5.27,5.51,6.16
19960319,5.2,5.47,6.15
19960320,5.21,5.41,6.05
19960321,5.21,5.4,6.01
19960322,5.17,5.41,6.05
19960325,5.29,5.38,6
19960326,5.23,5.38,6
19960327,5.29,5.45,6.12
19960328,5.31,5.48,6.2
19960329,5.25,5.41,6.1
19960401,5.53,5.41,6.09
19960402,5.29,5.44,6.02
19960403,5.25,5.46,6.06
19960404,5.25,5.48,6.12
19960405,4.89,5.63,6.4
19960408,5.14,5.67,6.46
19960409,5.07,5.6,6.37
19960410,5.46,5.64,6.44
19960411,5.33,5.65,6.5
19960412,5.22,5.53,6.31
19960415,5.33,5.47,6.27
19960416,5.17,5.48,6.28
19960417,5.17,5.53,6.33
19960418,5.19,5.56,6.39
19960419,5.1,5.5,6.32
19960422,5.23,5.48,6.28
19960423,5.38,5.48,6.31
19960424,5.57,5.51,6.34
19960425,5.34,5.57,6.31
19960426,5.21,5.55,6.29
19960429,5.25,5.57,6.33
19960430,5.5,5.62,6.4
19960501,5.41,5.6,6.39
19960502,5.28,5.69,6.56
19960503,5.14,5.69,6.61
19960506,5.26,5.66,6.57
19960507,5.24,5.71,6.6
19960508,5.31,5.66,6.56
19960509,5.28,5.68,6.57
19960510,5.2,5.62,6.45
19960513,5.25,5.62,6.45
19960514,5.25,5.58,6.4
19960515,5.47,5.58,6.39
19960516,5.24,5.6,6.45
19960517,5.15,5.58,6.41
19960520,5.21,5.56,6.38
19960521,5.23,5.57,6.41
19960522,5.41,5.56,6.38
19960523,5.2,5.63,6.44
19960524,5.14,5.61,6.42
19960527,,,
19960528,5.33,5.63,6.44
19960529,5.24,5.7,6.56
19960530,5.34,5.71,6.55
19960531,5.31,5.77,6.64
19960603,5.44,5.78,6.64
19960604,5.23,5.78,6.62
19960605,5.34,5.76,6.6
19960606,5.29,5.71,6.52
19960607,5.21,5.86,6.75
19960610,5.28,5.88,6.77
19960611,5.24,5.87,6.77
19960612,5.25,5.88,6.81
19960613,5.27,5.85,6.8
19960614,5.3,5.8,6.72
19960617,5.47,5.78,6.68
19960618,5.27,5.78,6.71
19960619,6.25,5.81,6.74
19960620,5.37,5.87,6.77
19960621,5.19,5.84,6.74
19960624,5.18,5.83,6.72
19960625,5.15,5.82,6.7
19960626,5.18,5.83,6.67
19960627,5.27,5.77,6.59
19960628,5,5.7,6.47
19960701,7.8,5.74,6.49
19960702,5.29,5.8,6.56
19960703,5.38,5.75,6.53
19960704,,,
19960705,5.28,5.97,6.82
19960708,5.27,5.98,6.81
19960709,5.14,5.95,6.78
19960710,5.16,5.89,6.71
19960711,5.21,5.85,6.67
19960712,5.18,5.84,6.65
19960715,5.42,5.86,6.67
19960716,5.2,5.77,6.61
19960717,5.25,5.79,6.61
19960718,5.28,5.79,6.5
19960719,5.22,5.81,6.55
19960722,5.25,5.86,6.62
19960723,5.25,5.85,6.6
19960724,5.29,5.86,6.63
19960725,5.45,5.85,6.65
19960726,5.26,5.85,6.62
19960729,5.37,5.93,6.69
19960730,5.33,5.88,6.65
19960731,6.75,5.85,6.57
19960801,6.29,5.74,6.41
19960802,5.34,5.6,6.26
19960805,5.15,5.6,6.28
19960806,5.1,5.61,6.29
19960807,5.07,5.62,6.3
19960808,5.15,5.62,6.29
19960809,5.1,5.57,6.25
19960812,5.17,5.58,6.24
19960813,4.89,5.63,6.32
19960814,5.22,5.61,6.33
19960815,5.48,5.66,6.37
19960816,5.15,5.61,6.31
19960819,5.17,5.64,6.34
19960820,5.08,5.62,6.34
19960821,5.09,5.62,6.35
19960822,5.17,5.62,6.38
19960823,5.22,5.69,6.48
19960826,5.28,5.77,6.57
19960827,5.13,5.76,6.55
19960828,5.24,5.77,6.56
19960829,5.24,5.82,6.61
19960830,5.28,5.91,6.73
19960902,,,
19960903,6.01,5.94,6.71
19960904,5.35,5.97,6.74
19960905,5.19,5.98,6.76
19960906,5.13,5.92,6.72
19960909,5.2,5.91,6.67
19960910,5.1,5.93,6.7
19960911,5.26,5.94,6.7
19960912,5.33,5.9,6.64
19960913,5.29,5.74,6.48
19960916,5.38,5.74,6.49
19960917,5.02,5.83,6.57
19960918,4.96,5.84,6.61
19960919,5.29,5.85,6.65
19960920,5.3,5.85,6.62
19960923,5.32,5.85,6.6
19960924,5.28,5.73,6.52
19960925,5.56,5.7,6.46
19960926,5.28,5.65,6.41
19960927,5.21,5.68,6.43
19960930,6.09,5.71,6.46
19961001,5.53,5.65,6.39
19961002,5.24,5.61,6.35
19961003,5.17,5.61,6.35
19961004,5.04,5.47,6.2
19961007,5.16,5.53,6.25
19961008,5.11,5.53,6.26
19961009,5.43,5.56,6.31
19961010,5.29,5.66,6.37
19961011,5.16,5.57,6.29
19961014,,,
19961015,5.41,5.58,6.3
19961016,5.2,5.58,6.31
19961017,5.19,5.52,6.25
19961018,5.12,5.52,6.25
19961021,5.21,5.55,6.27
19961022,5.19,5.57,6.31
19961023,5.58,5.56,6.31
19961024,5.29,5.56,6.29
19961025,5.27,5.55,6.26
19961028,5.29,5.56,6.29
19961029,5.22,5.46,6.12
19961030,5.31,5.46,6.12
19961031,5.63,5.44,6.1
19961101,5.19,5.46,6.11
19961104,5.21,5.46,6.1
19961105,5.34,5.43,6.03
19961106,5.46,5.44,6.05
19961107,5.28,5.44,6.01
19961108,5.17,5.45,6.04
19961111,,,
19961112,5.3,5.43,5.98
19961113,5.21,5.42,5.99
19961114,5.34,5.4,5.93
19961115,5.53,5.4,5.96
19961118,5.15,5.41,5.97
19961119,5.29,5.4,5.94
19961120,5.53,5.4,5.92
19961121,5.28,5.43,5.94
19961122,5.24,5.44,5.94
19961125,5.38,5.43,5.92
19961126,5.28,5.41,5.91
19961127,5.42,5.41,5.91
19961128,,,
19961129,5.44,5.38,5.84
19961202,5.67,5.4,5.85
19961203,5.09,5.39,5.84
19961204,6.12,5.41,5.89
19961205,5.36,5.44,5.99
19961206,5.21,5.45,6.02
19961209,5.19,5.43,5.97
19961210,5.17,5.43,5.99
19961211,5.19,5.49,6.14
19961212,5.25,5.49,6.14
19961213,5.28,5.46,6.06
19961216,5.56,5.49,6.13
19961217,5.38,5.51,6.17
19961218,5.6,5.55,6.21
19961219,5.29,5.5,6.13
19961220,5.15,5.49,6.12
19961223,5.26,5.52,6.12
19961224,5.14,5.51,6.13
19961225,,,
19961226,5.26,5.5,6.13
19961227,4.77,5.47,6.09
19961230,5.53,5.47,6.1
19961231,6.26,5.51,6.21
19970101,,,
19970102,5.79,5.63,6.3
19970103,5.17,5.6,6.28
19970106,5.26,5.61,6.3
19970107,5.2,5.61,6.32
19970108,5.2,5.61,6.34
19970109,5.25,5.57,6.27
19970110,5.17,5.66,6.4
19970113,5.24,5.66,6.4
19970114,5.14,5.6,6.3
19970115,5.22,5.57,6.3
19970116,5.26,5.61,6.33
19970117,5.14,5.6,6.32
19970120,,,
19970121,5.33,5.6,6.29
19970122,5.21,5.6,6.32
19970123,5.24,5.62,6.35
19970124,5.13,5.62,6.39
19970127,5.33,5.66,6.42
19970128,5.27,5.61,6.38
19970129,5.05,5.61,6.38
19970130,5.3,5.63,6.35
19970131,5.37,5.58,6.26
19970203,5.36,5.54,6.21
19970204,5.18,5.54,6.19
19970205,5.17,5.53,6.21
19970206,5.22,5.53,6.22
19970207,5.08,5.49,6.17
19970210,5.18,5.5,6.16
19970211,5.07,5.52,6.18
19970212,4.63,5.52,6.19
19970213,5.19,5.48,6.12
19970214,5.15,5.45,6.07
19970217,,,
19970218,5.55,5.46,6.08
19970219,5.19,5.46,6.1
19970220,5.15,5.49,6.17
19970221,5.08,5.48,6.16
19970224,5.22,5.5,6.19
19970225,5.28,5.52,6.2
19970226,5.2,5.64,6.37
19970227,5.29,5.66,6.4
19970228,5.5,5.67,6.39
19970303,5.4,5.68,6.41
19970304,5.16,5.7,6.44
19970305,5.15,5.71,6.43
19970306,5.22,5.72,6.45
19970307,5.21,5.68,6.39
19970310,5.24,5.7,6.4
19970311,5.21,5.68,6.4
19970312,5.01,5.71,6.43
19970313,5.21,5.76,6.55
19970314,5.15,5.74,6.53
19970317,5.39,5.77,6.55
19970318,5.42,5.77,6.56
19970319,5.36,5.79,6.58
19970320,5.32,5.83,6.61
19970321,5.28,5.88,6.61
19970324,5.47,5.87,6.58
19970325,5.57,5.91,6.63
19970326,5.61,5.97,6.66
19970327,5.68,6.02,6.76
19970328,5.52,,
19970331,7.07,6.02,6.77
19970401,6.18,6,6.74
19970402,5.5,5.98,6.73
19970403,5.52,5.95,6.72
19970404,5.32,5.98,6.78
19970407,5.43,5.97,6.73
19970408,5.34,5.98,6.76
19970409,5.31,5.98,6.77
19970410,5.51,5.99,6.78
19970411,5.4,6.04,6.85
19970414,5.49,6.04,6.86
19970415,5.61,5.99,6.76
19970416,5.56,5.99,6.79
19970417,5.49,5.96,6.75
19970418,5.35,5.94,6.73
19970421,5.34,5.97,6.76
19970422,5.5,5.97,6.73
19970423,5.95,6,6.78
19970424,5.62,6.05,6.83
19970425,5.53,6.08,6.83
19970428,5.72,6.06,6.81
19970429,5.53,5.92,6.64
19970430,5.82,5.9,6.57
19970501,5.73,5.89,6.55
19970502,5.47,5.88,6.54
19970505,5.49,5.88,6.54
19970506,5.5,5.9,6.56
19970507,5.7,5.95,6.63
19970508,5.66,5.93,6.59
19970509,5.46,5.86,6.51
19970512,5.49,5.85,6.5
19970513,5.42,5.88,6.6
19970514,5.45,5.86,6.54
19970515,5.71,5.84,6.52
19970516,5.44,5.87,6.55
