date,FF_O,TCMNOM_Y1,TCMNOM_Y5
19730101,,,
19730102,6,5.72,6.29
19730103,5.5,5.69,6.26
19730104,5.75,5.67,6.23
19730105,5.75,5.7,6.27
19730108,5.63,5.74,6.3
19730109,5.5,5.74,6.3
19730110,5.5,5.76,6.31
19730111,5.75,5.79,6.31
19730112,5.75,5.87,6.33
19730115,5.88,5.87,6.31
19730116,6.5,5.89,6.32
19730117,5.63,5.88,6.3
19730118,5.75,5.89,6.32
19730119,6,5.93,6.36
19730122,6,5.94,6.38
19730123,6.25,5.95,6.35
19730124,6.19,6.02,6.39
19730125,6.31,6.04,6.41
19730126,6.38,6.19,6.44
19730129,6.25,6.16,6.44
19730130,6.25,6.08,6.44
19730131,6.5,6.09,6.45
19730201,6.44,6.2,6.56
19730202,6.44,6.23,6.58
19730205,6.25,6.22,6.58
19730206,5.75,6.23,6.58
19730207,5.75,6.18,6.57
19730208,6.25,6.12,6.55
19730209,6.38,6.06,6.51
19730212,6.44,,
19730213,6.75,6.08,6.54
19730214,7.5,6.05,6.54
19730215,7,6,6.53
19730216,7.25,6.01,6.55
19730219,,,
19730220,6.25,6.13,6.65
19730221,5.25,6.21,6.65
19730222,6.38,6.21,6.64
19730223,6.38,6.23,6.6
19730226,6.75,6.38,6.72
19730227,7.5,6.43,6.72
19730228,7.5,6.43,6.73
19730301,7,6.43,6.72
19730302,7.38,6.47,6.77
19730305,7,6.52,6.79
19730306,6.75,6.63,6.83
19730307,6.25,6.63,6.8
19730308,7,6.66,6.83
19730309,7.13,6.74,6.83
19730312,7.25,6.77,6.84
19730313,7.5,6.8,6.81
19730314,6.75,6.85,6.82
19730315,7.25,6.93,6.85
19730316,7.25,7.13,6.92
19730319,7,7.06,6.85
19730320,6.75,7.02,6.85
19730321,6,7.02,6.83
19730322,7.13,7.03,6.84
19730323,7,7.01,6.84
19730326,7.13,6.98,6.76
19730327,7.25,6.96,6.74
19730328,7.25,6.98,6.69
19730329,7.5,6.99,6.68
19730330,7.38,7.09,6.81
19730402,7.38,7.09,6.81
19730403,6.88,7.07,6.77
19730404,6.38,7.03,6.71
19730405,7.13,7,6.7
19730406,7.13,6.87,6.59
19730409,6.75,6.77,6.55
19730410,6.63,6.79,6.58
19730411,6,6.85,6.63
19730412,6.88,6.86,6.64
19730413,6.88,6.81,6.55
19730416,7.13,6.77,6.57
19730417,7.75,6.77,6.66
19730418,8.25,6.74,6.67
19730419,7.38,6.77,6.71
19730420,7,,
19730423,6.88,6.82,6.76
19730424,7.25,6.79,6.73
19730425,7.5,6.8,6.72
19730426,7.38,6.76,6.67
19730427,7.38,6.77,6.7
19730430,7.63,6.8,6.73
19730501,7.88,6.83,6.77
19730502,7,6.83,6.78
19730503,7.44,6.84,6.8
19730504,7.63,6.83,6.83
19730507,7.88,6.83,6.83
19730508,7.75,6.81,6.8
19730509,7.25,6.74,6.78
19730510,7.69,6.72,6.77
19730511,7.88,6.76,6.81
19730514,7.75,6.75,6.8
19730515,7.63,6.71,6.78
19730516,8,6.7,6.76
19730517,8.13,6.85,6.81
19730518,8,6.91,6.83
19730521,7.88,6.97,6.86
19730522,8.19,7,6.86
19730523,8.25,7.08,6.84
19730524,8.13,7.04,6.8
19730525,8,7.04,6.78
19730528,,,
19730529,7.88,7.1,6.8
19730530,7.63,7.16,6.8
19730531,8.13,7.16,6.78
19730601,8.44,7.22,6.78
19730604,8.63,7.28,6.8
19730605,8.69,7.23,6.7
19730606,8.25,7.21,6.57
19730607,8.5,7.2,6.61
19730608,8.25,7.2,6.59
19730611,8.44,7.23,6.62
19730612,8.25,7.2,6.61
19730613,7.25,7.19,6.62
19730614,8.38,7.2,6.62
19730615,8.5,7.19,6.63
19730618,8.69,7.25,6.65
19730619,8.69,7.29,6.66
19730620,8.63,7.29,6.66
19730621,8.69,7.29,6.67
19730622,8.56,7.34,6.7
19730625,8.5,7.39,6.74
19730626,8.75,7.41,6.76
19730627,8.5,7.53,6.78
19730628,8.88,7.58,6.82
19730629,8.88,7.74,6.9
19730702,10,7.98,7
19730703,13,8.03,7.03
19730704,,,
19730705,9.75,8.06,7.02
19730706,9.63,8.11,7.07
19730709,9.75,8.19,7.18
19730710,9.5,8.12,7.11
19730711,8.75,8.02,7.11
19730712,9.75,8.08,7.12
19730713,9.69,8.19,7.17
19730716,11,8.24,7.21
19730717,11.75,8.26,7.22
19730718,10,8.38,7.26
19730719,10.8,8.54,7.39
19730720,10.66,8.61,7.48
19730723,10.81,8.61,7.45
19730724,10.69,8.67,7.5
19730725,9.8,8.71,7.56
19730726,10.69,8.75,7.7
19730727,10.74,8.86,7.78
19730730,11.1,8.89,7.8
19730731,11.22,8.87,7.87
19730801,8.74,8.91,7.94
19730802,10.84,8.91,7.86
19730803,10.71,8.94,7.98
19730806,10.56,9.08,8.06
19730807,10.13,9.23,8.13
19730808,9.05,9.2,7.97
19730809,10.5,9.18,8.01
19730810,10.52,9.22,7.96
19730813,10.54,9.15,7.84
19730814,10.39,9.01,7.81
19730815,9.73,8.97,7.71
19730816,10.49,8.76,7.54
19730817,10.44,8.58,7.41
19730820,10.58,8.77,7.5
19730821,10.74,8.76,7.47
19730822,10.48,8.75,7.51
19730823,10.79,8.55,7.31
19730824,10.84,8.45,7.15
19730827,10.77,8.51,7.23
19730828,10.55,8.54,7.31
19730829,10.88,8.51,7.22
19730830,10.86,8.47,7.26
19730831,11.22,8.47,7.28
19730903,,,
19730904,10.85,8.46,7.22
19730905,8.96,8.36,7.12
19730906,10.73,8.38,7.12
19730907,10.79,8.35,7.1
19730910,11.15,8.44,7.23
19730911,10.92,8.51,7.33
19730912,10.03,8.63,7.33
19730913,10.93,8.71,7.36
19730914,10.82,8.66,7.29
19730917,10.84,8.56,7.11
19730918,10.68,8.4,6.99
19730919,10.71,8.41,7.02
19730920,10.79,8.37,6.95
19730921,10.74,8.25,6.91
19730924,10.69,8.16,6.81
19730925,10.54,8.08,6.79
19730926,11.63,7.95,6.82
19730927,10.92,7.64,6.8
19730928,10.82,7.5,6.72
19731001,10.9,7.55,6.75
19731002,10.73,7.77,6.88
19731003,10.04,7.74,6.82
19731004,10.8,7.76,6.88
19731005,10.62,7.52,6.72
19731008,,,
19731009,9.31,7.42,6.68
19731010,6.48,7.47,6.74
19731011,10.08,7.46,6.74
19731012,10.09,7.37,6.68
19731015,10,7.39,6.75
19731016,10.1,7.43,6.8
19731017,10.02,7.4,6.79
19731018,10.01,7.39,6.77
19731019,9.85,7.31,6.75
19731022,,,
19731023,9.86,7.29,6.8
19731024,10.56,7.19,6.81
19731025,9.81,7.18,6.76
19731026,9.7,7.17,6.76
19731029,9.8,7.16,6.77
19731030,9.95,7.14,6.75
19731031,10.61,7.21,6.8
19731101,9.88,7.33,6.83
19731102,9.71,7.44,6.85
19731105,9.73,7.64,7
19731106,9.76,,
19731107,9.45,7.8,6.98
19731108,9.77,7.71,6.91
19731109,9.75,7.78,6.93
19731112,9.78,7.9,7.03
19731113,10.04,8,7.16
19731114,11.39,8.02,7.19
19731115,10,7.82,7.1
19731116,10.19,7.73,7.05
19731119,10.84,7.54,6.91
19731120,10.77,7.49,6.9
19731121,9.44,7.45,6.8
19731122,,,
19731123,10.17,7.43,6.81
19731126,10.15,7.22,6.76
19731127,10.25,7.25,6.77
19731128,10.26,7.25,6.8
19731129,10.26,7.3,6.8
19731130,10.34,7.28,6.77
19731203,10.45,7.32,6.84
19731204,10.4,7.36,6.85
19731205,9.07,7.48,6.9
19731206,10.24,7.56,6.91
19731207,10.27,7.52,6.88
19731210,10.26,7.32,6.72
19731211,10.16,7.31,6.77
19731212,8.84,7.21,6.73
19731213,10,7.25,6.76
19731214,10.09,7.16,6.74
19731217,10.44,7.01,6.71
19731218,10.32,7.05,6.75
19731219,10.22,7.1,6.75
19731220,10.13,7.09,6.73
19731221,10.01,7.15,6.75
19731224,9.66,,
19731225,,,
19731226,7.19,7.36,6.87
19731227,9.87,7.32,6.84
19731228,9.95,7.27,6.81
19731231,9.83,7.3,6.83
19740101,,,
19740102,9.72,7.38,6.86
19740103,9.8,7.32,6.83
19740104,9.84,7.27,6.83
19740107,9.76,7.33,6.86
19740108,9.56,7.34,6.87
19740109,9.7,7.34,6.87
19740110,9.69,7.45,6.91
19740111,9.75,7.47,6.96
19740114,9.76,7.52,6.98
19740115,9.82,7.48,6.94
19740116,9.89,7.49,6.96
19740117,9.7,7.47,6.93
19740118,9.62,7.48,6.94
19740121,9.58,7.52,6.99
19740122,9.46,7.54,7.05
19740123,9.58,7.56,7.08
19740124,9.47,7.53,7.06
19740125,9.5,7.53,7.06
19740128,9.48,7.44,7.01
19740129,9.28,7.41,7
19740130,9.58,7.27,6.97
19740131,9.31,7.12,6.91
19740201,9.31,6.92,6.85
19740204,9.14,6.74,6.8
19740205,8.8,6.76,6.8
19740206,8.76,6.74,6.77
19740207,8.8,6.92,6.82
19740208,8.81,6.86,6.79
19740211,8.88,6.87,6.78
19740212,9.02,,
19740213,9.37,6.84,6.76
19740214,8.87,6.75,6.72
19740215,8.99,6.78,6.74
19740218,,,
19740219,9.16,6.8,6.76
19740220,9.52,6.83,6.77
19740221,8.91,6.84,6.81
19740222,8.85,6.91,6.82
19740225,8.76,6.93,6.83
19740226,8.76,7.11,6.94
19740227,8.72,7.14,6.96
19740228,8.87,7.16,6.98
19740301,8.97,7.23,7.06
19740304,9.07,7.28,7.08
19740305,9.14,7.31,7.08
19740306,8.87,7.26,7.02
19740307,8.94,7.25,7.01
19740308,8.92,7.4,7.09
19740311,8.95,7.3,7.12
19740312,9.16,7.36,7.12
19740313,9.39,7.48,7.16
19740314,9.14,7.45,7.14
19740315,9.35,7.54,7.22
19740318,9.52,7.71,7.32
19740319,9.31,7.77,7.33
19740320,9.28,7.98,7.4
19740321,9.49,8.39,7.56
19740322,9.65,8.47,7.65
19740325,9.87,8.48,7.68
19740326,9.51,8.3,7.62
19740327,9.48,8.17,7.59
19740328,10.09,8.46,7.67
19740329,9.95,8.36,7.65
19740401,10.01,8.34,7.67
19740402,9.84,8.41,7.71
19740403,9.75,8.43,7.75
19740404,9.89,8.53,7.88
19740405,9.95,8.65,7.97
19740408,10.19,8.62,7.92
19740409,10.14,8.63,7.92
19740410,10.09,8.54,7.84
19740411,10.25,8.51,7.83
19740412,10.27,,
19740415,10.36,8.39,7.75
19740416,10.55,8.52,7.88
19740417,10.55,8.63,7.88
19740418,10.68,8.72,7.97
19740419,10.81,8.63,7.93
19740422,11,8.63,7.95
19740423,11.08,8.67,7.96
19740424,10.3,8.63,7.95
19740425,11.25,8.8,8.04
19740426,11.36,8.83,8.11
19740429,11.29,8.96,8.2
19740430,11,8.99,8.21
19740501,10.57,8.94,8.16
19740502,11.28,8.92,8.2
19740503,11.53,9.17,8.35
19740506,11.47,9.23,8.42
19740507,11.28,9.24,8.56
19740508,10.41,9.22,8.46
19740509,11.51,9.24,8.47
19740510,11.47,9.02,8.19
19740513,11.55,8.83,8.06
19740514,11.4,8.92,8.13
19740515,11.36,8.67,8.1
19740516,11.52,8.65,8.12
19740517,11.37,8.73,8.21
19740520,11.17,8.71,8.21
19740521,10.05,8.56,8.13
19740522,9.83,8.39,8.07
19740523,11.21,8.35,7.98
19740524,11.31,8.27,7.94
19740527,,,
19740528,11.73,8.42,8.05
19740529,12.61,8.52,8.06
19740530,11.55,8.5,8.02
19740531,11.64,8.71,8.06
19740603,11.58,8.81,8.11
19740604,11.14,8.61,8.02
19740605,10.94,8.65,8.04
19740606,11.4,8.57,8
19740607,11.38,8.51,7.93
19740610,11.47,8.48,7.93
19740611,11.69,8.52,7.95
19740612,12.47,8.62,8.03
19740613,11.73,8.77,8.1
19740614,12.11,8.74,8.06
19740617,11.88,8.57,8.01
19740618,11.59,8.66,8.06
19740619,11.41,8.59,8.06
19740620,11.88,8.58,8.07
19740621,12,8.61,8.1
19740624,11.89,8.72,8.22
19740625,12.01,8.83,8.29
19740626,11.98,8.78,8.25
19740627,13.25,8.9,8.36
19740628,13.31,8.87,8.33
19740701,14.33,9,8.38
19740702,13.86,9,8.35
19740703,13.5,9.07,8.43
19740704,,,
19740705,13.3,9.1,8.51
19740708,13.93,9.2,8.63
19740709,13.93,9.13,8.63
19740710,12.15,9.05,8.58
19740711,13.41,8.98,8.54
19740712,13.6,8.65,8.41
19740715,13.33,8.56,8.42
19740716,12.24,8.65,8.42
19740717,11.52,8.62,8.38
19740718,12.26,8.63,8.38
19740719,12.38,8.6,8.29
19740722,12.28,8.5,8.18
19740723,12.32,8.47,8.15
19740724,14.19,8.34,8.06
19740725,12.64,8.44,8.04
19740726,12.6,8.7,8.24
19740729,11.96,8.77,8.32
19740730,11.56,9.03,8.47
19740731,12.06,9,8.46
19740801,12.25,9.13,8.57
19740802,12.17,9.21,8.68
19740805,12.02,9.09,8.61
19740806,11.91,8.99,8.53
19740807,11.96,9.09,8.62
19740808,12.09,9.09,8.59
19740809,12,9.16,8.62
19740812,12.02,9.13,8.58
19740813,12.09,9.15,8.6
19740814,11.93,9.13,8.58
19740815,12.21,9.02,8.57
19740816,12.33,9.01,8.53
19740819,12.35,9.05,8.53
19740820,12.3,9.21,8.56
19740821,11.79,9.42,8.65
19740822,12.13,9.93,8.74
19740823,12.07,10.03,8.79
19740826,12.09,10,8.77
19740827,11.62,9.82,8.72
19740828,10.82,9.82,8.71
19740829,11.67,9.77,8.68
19740830,11.6,9.73,8.63
19740902,,,
19740903,11.92,9.73,8.65
19740904,11.46,9.71,8.63
19740905,11.62,9.54,8.59
19740906,11.54,9.37,8.57
19740909,11.86,9.04,8.49
19740910,11.76,9.13,8.5
19740911,10.52,8.98,8.49
19740912,11.58,9.21,8.57
19740913,11.61,9.09,8.53
19740916,11.55,8.66,8.45
19740917,11.21,8.77,8.41
19740918,10.69,8.78,8.35
19740919,11.17,8.7,8.3
19740920,11.17,8.51,8.26
19740923,11.21,8.48,8.15
19740924,10.96,8.49,8.16
19740925,10.98,8.47,8.16
19740926,11,8.4,8.11
19740927,11.18,8.22,8.07
19740930,11.11,8.21,8.05
19741001,11.3,8.32,8.11
19741002,10.32,8.39,8.13
19741003,10.97,8.42,8.14
19741004,10.78,8.21,8.05
19741007,10.44,7.79,7.98
19741008,10.03,7.81,7.97
19741009,9.23,8.01,8.02
19741010,10.02,8.13,7.99
19741011,10.01,8.09,7.93
19741014,,,
19741015,10.35,8.08,7.92
19741016,10.38,8.19,7.96
19741017,10.04,8.16,7.98
19741018,9.76,7.93,7.88
19741021,9.63,7.83,7.85
19741022,9.67,7.84,7.86
19741023,10.04,7.88,7.88
19741024,9.69,7.93,7.9
19741025,9.71,7.96,7.92
19741028,9.74,8.11,7.98
19741029,9.58,8.01,7.95
19741030,9.91,7.99,7.95
19741031,9.66,7.93,7.94
19741101,9.65,7.96,7.95
19741104,9.77,7.93,7.91
19741105,9.89,,
19741106,9.11,7.78,7.87
19741107,9.61,7.74,7.81
19741108,9.55,7.75,7.79
19741111,,,
19741112,9.4,7.69,7.76
19741113,8.4,7.66,7.76
19741114,9.32,7.51,7.7
19741115,9.27,7.48,7.6
19741118,9.47,7.56,7.61
19741119,9.5,7.57,7.6
19741120,9.28,7.53,7.55
19741121,9.4,7.57,7.55
19741122,9.41,7.54,7.54
19741125,9.5,7.56,7.53
19741126,9.53,7.63,7.56
19741127,9.56,7.68,7.56
19741128,,,
19741129,9.47,7.66,7.56
19741202,9.41,7.74,7.6
19741203,8.89,7.62,7.64
19741204,6.88,7.49,7.57
19741205,8.89,7.49,7.52
19741206,8.87,7.41,7.47
19741209,8.9,7.24,7.25
19741210,8.95,7.31,7.27
19741211,8.7,7.21,7.22
19741212,8.72,7.24,7.26
19741213,8.75,7.18,7.2
19741216,8.77,7.08,7.21
19741217,8.53,7.02,7.13
19741218,8.78,7.09,7.09
19741219,8.57,7.14,7.1
19741220,8.64,7.15,7.1
19741223,8.76,7.31,7.29
19741224,7.94,7.36,7.33
19741225,,,
19741226,8.77,7.31,7.27
19741227,8.79,7.34,7.27
19741230,8.57,7.35,7.34
19741231,3.87,7.35,7.36
19750101,,,
19750102,8.55,7.27,7.34
19750103,8.37,7.19,7.36
19750106,7.85,7.1,7.34
19750107,7.3,7,7.35
19750108,5.12,6.95,7.32
19750109,7.27,6.97,7.29
19750110,7.24,7.01,7.34
19750113,7.28,7.07,7.4
19750114,7.09,6.99,7.41
19750115,7.19,7.08,7.49
19750116,6.96,7.01,7.48
19750117,6.95,6.97,7.45
19750120,7.04,6.99,7.54
19750121,7.16,6.81,7.48
19750122,8.19,6.69,7.45
19750123,7.06,6.53,7.5
19750124,7,6.5,7.45
19750127,7.18,6.47,7.44
19750128,7.12,6.45,7.42
19750129,6.6,6.45,7.38
19750130,6.81,6.45,7.35
19750131,6.76,6.36,7.34
19750203,6.73,6.08,7.25
19750204,6.58,6.02,7.19
19750205,4.84,5.64,7.08
19750206,6.21,5.9,7.11
19750207,6.17,5.99,7.11
19750210,6.38,6.17,7.22
19750211,6.48,6.1,7.19
19750212,6.36,,
19750213,6.33,6.07,7.19
19750214,6.29,5.94,7.07
19750217,,,
19750218,6.22,5.82,7
19750219,6.31,5.81,6.93
19750220,6.17,5.88,7
19750221,6.14,5.92,7.03
19750224,6,5.99,7.03
19750225,5.96,6.11,7.13
19750226,6.48,6.16,7.2
19750227,6.01,6.11,7.17
19750228,6.07,6.01,7.13
19750303,6.06,6.09,7.2
19750304,5.91,6.1,7.22
19750305,5,6.02,7.14
19750306,5.7,5.99,7.16
19750307,5.78,6.11,7.21
19750310,5.68,6.06,7.25
19750311,5.41,6,7.2
19750312,3.96,5.99,7.2
19750313,5.49,5.97,7.19
19750314,5.44,5.97,7.21
19750317,5.5,6.03,7.32
19750318,5.43,6.04,7.31
19750319,4.95,6.11,7.39
19750320,5.46,6.1,7.37
19750321,5.52,6.19,7.4
19750324,5.68,6.22,7.45
19750325,5.38,6.22,7.43
19750326,5.6,6.28,7.46
19750327,5.51,6.25,7.46
19750328,5.73,,
19750331,5.39,6.36,7.5
19750401,5.48,6.53,7.65
19750402,5.55,6.79,7.82
19750403,5.41,6.73,7.83
19750404,5.25,6.86,7.84
19750407,5.37,7.15,8.06
19750408,5.22,7.01,7.97
19750409,5.18,6.89,7.93
19750410,5.31,6.89,7.97
19750411,5.39,6.9,7.96
19750414,5.46,6.89,7.9
19750415,5.48,6.82,7.9
19750416,5.69,6.71,7.9
19750417,5.59,6.84,7.99
19750418,5.57,6.9,8.05
19750421,5.56,7.04,8.16
19750422,5.34,7.09,8.13
19750423,5.57,7.02,8.09
19750424,5.54,6.99,8.07
19750425,5.47,6.97,8.07
19750428,5.5,7.07,8.17
19750429,5.46,6.92,8.12
19750430,7.03,6.88,8.12
19750501,5.55,6.93,8.13
19750502,5.49,6.64,7.86
19750505,5.41,6.62,7.83
19750506,5.35,6.68,7.89
19750507,5.16,6.65,7.82
19750508,5.37,6.6,7.78
19750509,5.24,6.52,7.79
19750512,5.25,6.35,7.74
19750513,5.12,6.28,7.7
19750514,4.95,6.26,7.64
19750515,5.09,6.33,7.68
19750516,5.1,6.27,7.64
19750519,5.13,6.2,7.62
19750520,5.03,6.17,7.59
19750521,5.36,6.17,7.6
19750522,5.05,6.24,7.63
19750523,5.07,6.25,7.61
19750526,,,
19750527,5.11,6.26,7.6
19750528,5.54,6.36,7.64
19750529,5.16,6.32,7.72
19750530,5.23,6.08,7.61
19750602,5.37,6.2,7.62
19750603,5.35,6.22,7.62
19750604,5.12,6.2,7.57
19750605,5.17,6.22,7.52
19750606,5.2,6.18,7.48
19750609,5.18,6.01,7.36
19750610,5.06,5.98,7.35
19750611,5.06,5.81,7.23
19750612,5.18,5.8,7.24
19750613,5.2,5.83,7.22
19750616,5.34,5.82,7.21
19750617,5.43,6.03,7.3
19750618,5.59,6.23,7.41
19750619,5.43,6.33,7.44
19750620,5.55,6.6,7.62
19750623,5.89,6.58,7.64
19750624,5.95,6.69,7.64
19750625,6.13,6.76,7.83
19750626,6.31,6.87,7.85
19750627,6.61,6.82,7.78
19750630,5.97,6.85,7.82
19750701,6.12,6.9,7.85
19750702,5.97,6.96,7.88
19750703,6.24,6.96,7.94
19750704,,,
19750707,6.28,7.01,7.93
19750708,5.76,6.89,7.86
19750709,5.4,6.97,7.88
19750710,5.89,6.98,7.92
19750711,5.84,6.95,7.82
19750714,5.92,6.88,7.77
19750715,5.92,6.92,7.82
19750716,6.27,7,7.89
19750717,6.07,7.01,7.88
19750718,6.07,7.05,7.92
19750721,6.08,7.19,7.97
19750722,6.1,7.3,7.98
19750723,6.5,7.31,7.96
19750724,6.31,7.33,7.96
19750725,6.31,7.39,8
19750728,6.26,7.4,7.98
19750729,6.16,7.36,8
19750730,6.11,7.34,8.03
19750731,6.23,7.38,8.07
19750801,6.24,7.44,8.18
19750804,6.26,7.5,8.26
19750805,6.15,7.57,8.28
19750806,5.3,7.6,8.29
19750807,6.14,7.78,8.4
19750808,6.04,7.71,8.32
19750811,6.13,7.59,8.25
19750812,6.11,7.65,8.34
19750813,6.09,7.77,8.33
19750814,6.06,7.8,8.39
19750815,6.05,7.82,8.44
19750818,6.15,7.8,8.4
19750819,6.24,7.73,8.36
19750820,6.42,7.79,8.38
19750821,6.34,7.86,8.46
19750822,6.32,7.8,8.4
19750825,6.31,7.84,8.42
19750826,6.18,7.77,8.34
19750827,5.81,7.7,8.27
19750828,6.17,7.66,8.22
19750829,6.13,7.56,8.16
19750901,,,
19750902,6.29,7.6,8.2
19750903,5.47,7.62,8.21
19750904,6.19,7.61,8.22
19750905,6.2,7.64,8.31
19750908,6.19,7.59,8.31
19750909,6.09,7.64,8.35
19750910,5.98,7.65,8.41
19750911,6.22,7.79,8.52
19750912,6.33,7.81,8.53
19750915,6.41,7.88,8.56
19750916,6.28,7.96,8.56
19750917,6.03,7.93,8.48
19750918,6.31,7.86,8.45
19750919,6.21,7.76,8.34
19750922,6.28,7.74,8.22
19750923,6.26,7.73,8.27
19750924,6.54,7.67,8.22
19750925,6.38,7.76,8.3
19750926,6.42,7.84,8.4
19750929,6.42,7.84,8.4
19750930,6.22,7.83,8.42
19751001,6.24,7.76,8.4
19751002,6.3,7.69,8.35
19751003,6.18,7.38,8.13
19751006,6.03,7.28,8.12
19751007,5.8,7.39,8.19
19751008,5.73,7.3,8.18
19751009,5.87,7.27,8.15
19751010,5.79,7.03,8.04
19751013,,,
19751014,5.76,7.07,8.1
19751015,5.95,7.12,8.1
19751016,5.78,6.92,7.91
19751017,5.68,6.88,7.92
19751020,5.77,6.85,7.92
19751021,5.72,6.71,7.87
19751022,5.77,6.73,7.87
19751023,5.66,6.7,7.77
19751024,5.64,6.64,7.79
19751027,5.67,6.64,7.82
19751028,5.63,6.63,7.8
19751029,5.67,6.43,7.72
19751030,5.64,6.22,7.62
19751031,5.65,6.27,7.66
19751103,5.65,6.34,7.75
19751104,4.94,,
19751105,2.99,6.3,7.65
19751106,5.31,6.31,7.69
19751107,5.22,6.23,7.59
19751110,5.18,6.22,7.54
19751111,,,
19751112,5.35,6.3,7.62
19751113,5.23,6.4,7.68
19751114,5.18,6.58,7.84
19751117,5.31,6.51,7.87
19751118,5.35,6.52,7.91
19751119,5.28,6.57,7.94
19751120,5.3,6.54,7.88
19751121,5.26,6.76,8.01
19751124,5.31,6.64,7.9
19751125,5.26,6.7,7.93
19751126,5.34,6.68,7.92
19751127,,,
19751128,5.29,6.68,7.9
19751201,5.31,6.66,7.87
19751202,5.29,6.67,7.86
19751203,4.96,6.69,7.84
19751204,5.24,6.89,7.89
19751205,5.31,6.85,7.88
19751208,5.32,6.89,7.97
19751209,5.23,6.98,8
19751210,5.09,6.94,8
19751211,5.25,6.82,7.94
19751212,5.19,6.79,7.91
19751215,5.23,6.76,7.87
19751216,5.18,6.77,7.82
19751217,4.93,6.64,7.7
19751218,5.22,6.64,7.73
19751219,5.21,6.44,7.61
19751222,5.24,6.4,7.64
19751223,5.18,6.38,7.62
19751224,5.02,6.32,7.59
19751225,,,
19751226,5.15,6.17,7.48
19751229,5.1,6.23,7.51
19751230,5.3,6.13,7.46
19751231,5.37,6.16,7.5
19760101,,,
19760102,5.28,6.2,7.54
19760105,5.29,6.24,7.5
19760106,5.05,6.03,7.41
19760107,4.26,5.92,7.43
19760108,4.84,5.91,7.47
19760109,4.73,5.71,7.37
19760112,4.74,5.69,7.34
19760113,4.78,5.73,7.34
19760114,4.78,5.77,7.41
19760115,4.81,5.8,7.47
19760116,4.82,5.85,7.53
19760119,4.79,5.75,7.46
19760120,4.76,5.77,7.52
19760121,4.83,5.75,7.48
19760122,4.77,5.77,7.51
19760123,4.72,5.65,7.45
19760126,4.77,5.7,7.47
19760127,4.79,5.7,7.48
19760128,5.12,5.69,7.52
19760129,4.82,5.64,7.46
19760130,4.84,5.65,7.43
19760202,4.87,5.7,7.44
19760203,4.81,5.77,7.46
19760204,4.71,5.92,7.5
19760205,4.77,5.85,7.47
19760206,4.76,5.86,7.49
19760209,4.7,5.79,7.47
19760210,4.63,5.83,7.49
19760211,4.75,5.82,7.5
19760212,4.74,,
19760213,4.8,5.85,7.5
19760216,,,
19760217,4.84,5.9,7.44
19760218,4.12,5.96,7.47
19760219,4.79,6,7.45
19760220,4.73,5.97,7.41
19760223,4.8,5.92,7.39
19760224,4.84,5.97,7.39
19760225,4.97,5.98,7.37
19760226,4.83,6.04,7.37
19760227,4.89,6.21,7.46
19760301,5.21,6.42,7.57
19760302,5.01,6.39,7.53
19760303,4.95,6.39,7.56
19760304,4.95,6.47,7.61
19760305,4.97,6.3,7.56
19760308,4.86,6.23,7.54
19760309,4.78,6.25,7.56
19760310,4.49,6.22,7.56
19760311,4.82,6.28,7.56
19760312,4.81,6.18,7.5
19760315,4.81,6.28,7.52
19760316,4.77,6.27,7.54
19760317,4.56,6.22,7.52
19760318,4.83,6.19,7.48
19760319,4.8,6.18,7.49
19760322,4.76,6.09,7.43
19760323,4.72,6.08,7.41
19760324,4.85,6.05,7.4
19760325,4.81,6.04,7.38
19760326,4.76,6.05,7.38
19760329,4.81,6.07,7.37
19760330,4.88,6.1,7.4
19760331,5.07,6.11,7.39
19760401,4.83,6.2,7.44
19760402,4.79,6.11,7.38
19760405,4.74,6.01,7.34
19760406,4.72,5.95,7.31
19760407,4.43,6,7.29
19760408,4.75,5.93,7.24
19760409,4.7,5.9,7.23
19760412,4.76,5.8,7.2
19760413,4.75,5.7,7.16
19760414,5,5.74,7.14
19760415,4.77,5.76,7.14
19760416,4.68,,
19760419,4.74,5.8,7.18
19760420,4.78,5.81,7.17
19760421,5.1,5.74,7.12
19760422,4.83,5.83,7.19
19760423,4.86,6.02,7.31
19760426,4.9,6.01,7.3
19760427,4.94,6,7.31
19760428,5.25,5.95,7.28
19760429,5,5.99,7.25
19760430,5.1,6.14,7.34
19760503,5.06,6.04,7.36
19760504,4.98,6.06,7.31
19760505,4.86,6.06,7.34
19760506,4.94,6.13,7.37
19760507,4.97,6.15,7.45
19760510,5.06,6.18,7.51
19760511,5.05,6.22,7.52
19760512,5.17,6.31,7.54
19760513,5.13,6.31,7.53
19760514,5.21,6.42,7.59
19760517,5.36,6.45,7.63
19760518,5.39,6.42,7.63
19760519,5.48,6.52,7.64
19760520,5.47,6.65,7.71
19760521,5.51,6.66,7.81
19760524,5.48,6.6,7.76
19760525,5.42,6.59,7.72
19760526,5.6,6.69,7.78
19760527,5.61,6.82,7.82
19760528,5.67,6.75,7.78
19760531,,,
19760601,5.58,6.7,7.71
19760602,4.9,6.72,7.74
19760603,5.5,6.73,7.75
19760604,5.44,6.6,7.67
19760607,5.45,6.51,7.64
19760608,5.48,6.55,7.67
19760609,5.34,6.53,7.66
19760610,5.47,6.53,7.61
19760611,5.44,6.49,7.58
19760614,5.53,6.44,7.56
